restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords
g187309-d10109526,Lo Spuntino,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Georgenstr. 116, 80798 Munich, Bavaria Germany",48.156708,11.566458,Unclaimed,,#1281 of 2846 Restaurants in Munich,#1411 of 3608 places to eat in Munich,"Mid-range, Italian",€€-€€€,€8-€20,Dinner,Italian,,,N,N,N,,,,,5.0,11.0,English,5.0,4.0,1.0,0.0,0.0,0.0,,,,,
g187309-d10118604,Lions Kitchen,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Schillerstr. 8 Eingang links neben Hotel Drei Löwen, 80336 Munich, Bavaria Germany",48.13853,11.56069,Unclaimed,,#2335 of 2846 Restaurants in Munich,#2611 of 3608 places to eat in Munich,"Fine Dining, Deli, Fusion, Wine Bar",€€€€,€35-€69,,"Deli, Fusion, Wine Bar",,,N,N,N,,,,,4.5,2.0,All languages,2.0,1.0,1.0,0.0,0.0,0.0,,,,,
g187309-d1012087,The Victorian House - Brown's Tea Bar,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Turkenstrasse 60, 80799 Munich, Bavaria Germany",48.149933,11.575782,Claimed,,#44 of 217 Coffee & Tea in Munich,#988 of 3608 places to eat in Munich,"Mid-range, Dessert, Cafe, International",€€-€€€,€7-€15,,"Cafe, International",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""10:00-18:00""], ""Tue"": [""10:00-18:00""], ""Wed"": [""10:00-18:00""], ""Thu"": [""10:00-18:00""], ""Fri"": [""10:00-18:00""], ""Sat"": [""10:00-18:00""], ""Sun"": [""13:00-17:00""]}",7.0,52.0,7.0,4.0,73.0,English,26.0,11.0,8.0,1.0,3.0,3.0,4.5,4.0,3.5,4.0,
g187309-d10130652,BiteDelite,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Maffeistr. 6 80333 München, 80333 Munich, Bavaria Germany",48.139896,11.574983,Claimed,,#1896 of 2846 Restaurants in Munich,#2107 of 3608 places to eat in Munich,"Mid-range, Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,,"Breakfast, Lunch",,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Seating, Free Wifi, Delivery, Takeout, Outdoor Seating, Wheelchair Accessible",Y,Y,Y,,,,,3.5,52.0,English,9.0,2.0,3.0,4.0,0.0,0.0,3.5,3.5,2.5,,
g187309-d10137033,Bazi's Schlemmerkucherl,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Muellerstr. 43, 80469 Munich, Bavaria Germany",48.1312,11.56837,Claimed,,#1647 of 2846 Restaurants in Munich,#1830 of 3608 places to eat in Munich,"Cheap Eats, German, Fast food",€,€3-€9,"After-hours, Lunch, Dinner","German, Fast food",,,N,N,N,"{""Mon"": [""11:30-23:30""], ""Tue"": [""11:30-23:30""], ""Wed"": [""11:30-23:30""], ""Thu"": [""11:30-23:30""], ""Fri"": [""11:30-05:00""], ""Sat"": [""11:30-05:00""], ""Sun"": [""16:00-22:30""]}",7.0,89.5,7.0,4.0,16.0,English,2.0,0.0,2.0,0.0,0.0,0.0,,,,,
g187309-d1014135,Toshi,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Wurzerstrasse 18, 80539 Munich, Bavaria Germany",48.13915,11.582665,Claimed,"Michelin 2020 for The Michelin Plate: Good cooking, Michelin 2020 for Simple restaurant",#407 of 2846 Restaurants in Munich,#438 of 3608 places to eat in Munich,"Fine Dining, Japanese, Seafood, Sushi",€€€€,€12-€140,,"Japanese, Seafood, Sushi, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [], ""Tue"": [""12:00-14:00"", ""18:00-22:00""], ""Wed"": [""12:00-14:00"", ""18:00-22:00""], ""Thu"": [""12:00-14:00"", ""18:00-22:00""], ""Fri"": [""12:00-14:00"", ""18:00-22:00""], ""Sat"": [""18:00-22:00""], ""Sun"": []}",5.0,28.0,9.0,4.0,208.0,English,59.0,27.0,17.0,7.0,1.0,7.0,4.0,4.0,3.5,4.0,
g187309-d10145444,Café Barer61,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Barer Straße 61 an der Ecke zur Schnorrstraße Tram 27/28 Schellingstraße, 80799 Munich, Bavaria Germany",48.15268,11.57412,Claimed,,#1004 of 2846 Restaurants in Munich,#1097 of 3608 places to eat in Munich,"Mid-range, German, Bar, Pizza",€€-€€€,€4-€12,,"Cafe, Healthy, German, Bar, Pizza, Pub",Vegetarian Friendly,,Y,N,N,,,,,4.5,16.0,English,3.0,1.0,1.0,1.0,0.0,0.0,4.5,5.0,4.5,,
g187309-d10147741,Bucci Bar,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Occamstrasse 9, 80802 Munich, Bavaria Germany",48.162086,11.589485,Unclaimed,,#1255 of 2846 Restaurants in Munich,#1382 of 3608 places to eat in Munich,"Mid-range, Italian",€€-€€€,€7-€15,"Lunch, Dinner",Italian,,,N,N,N,,,,,4.5,16.0,English,4.0,2.0,1.0,0.0,1.0,0.0,,,,,
g187309-d10152097,LAX Eatery,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Neureutherstr. 1, 80799 Munich, Bavaria Germany",48.154,11.575153,Unclaimed,Certificate of Excellence 2019,#767 of 2846 Restaurants in Munich,#822 of 3608 places to eat in Munich,"Mid-range, Cafe, Vegetarian Friendly, Vegan Options",€€-€€€,,"Breakfast, Lunch, Brunch",Cafe,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,,,,,4.0,68.0,English,23.0,15.0,5.0,2.0,1.0,0.0,4.0,4.0,3.5,,
g187309-d10157126,Buongiorno Gelato,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Richard-Strauss-Str. 35, 81677 Munich, Bavaria Germany",48.14222,11.61498,Unclaimed,,#41 of 89 Dessert Spots in Munich,#1424 of 3608 places to eat in Munich,"Cheap Eats, Dessert, Italian",€,,,Italian,,"Seating, Wheelchair Accessible, Table Service",N,N,N,"{""Mon"": [""10:00-19:00""], ""Tue"": [""10:00-19:00""], ""Wed"": [""10:00-19:00""], ""Thu"": [""10:00-19:00""], ""Fri"": [""10:00-19:00""], ""Sat"": [""11:00-19:00""], ""Sun"": [""11:00-19:00""]}",7.0,61.0,7.0,4.5,12.0,English,2.0,2.0,0.0,0.0,0.0,0.0,,,,,
g187309-d10157434,Spina,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Maria-Probst-Str. 49, 80939 Munich, Bavaria Germany",48.198486,11.604242,Unclaimed,,#2 of 4 Speciality Food Markets in Munich,#914 of 3608 places to eat in Munich,"Cheap Eats, Speciality Food Market, Italian, Vegetarian Friendly",€,,,Italian,Vegetarian Friendly,"Takeout, Wheelchair Accessible",Y,N,N,,,,,4.5,21.0,English,5.0,4.0,1.0,0.0,0.0,0.0,4.5,3.5,4.5,,
g187309-d1016385,Jazz Cantina,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Steinstr. 83, 81667 Munich, Bavaria Germany",48.12904,11.59454,Unclaimed,,#2630 of 2846 Restaurants in Munich,#2933 of 3608 places to eat in Munich,Mexican,,,Dinner,Mexican,,,N,N,N,"{""Mon"": [""17:00-01:00""], ""Tue"": [""17:00-01:00""], ""Wed"": [""17:00-01:00""], ""Thu"": [""17:00-01:00""], ""Fri"": [""17:00-01:30""], ""Sat"": [""17:00-01:30""], ""Sun"": [""18:00-00:00""]}",7.0,55.0,7.0,3.0,1.0,English,1.0,0.0,0.0,1.0,0.0,0.0,,,,,
g187309-d10165113,L'Osteria Munchen Elisabethstrasse,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Elisabethstrasse 52, 80796 Munich, Bavaria Germany",48.159794,11.565412,Claimed,,#1144 of 2846 Restaurants in Munich,#1251 of 3608 places to eat in Munich,"Mid-range, Italian, Pizza, Mediterranean",€€-€€€,,"Lunch, Dinner, After-hours, Drinks","Italian, Pizza, Mediterranean, European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:30-22:00""], ""Tue"": [""11:30-22:00""], ""Wed"": [""11:30-22:00""], ""Thu"": [""11:30-22:00""], ""Fri"": [""11:30-22:00""], ""Sat"": [""11:30-22:00""], ""Sun"": [""12:00-22:00""]}",7.0,73.0,7.0,3.5,94.0,English,13.0,3.0,8.0,1.0,0.0,1.0,4.0,3.0,4.0,,
g187309-d10168115,Hochreiter,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Heiliggeiststr. 3 Vicktualienmarkt, 80331 Munich, Bavaria Germany",48.13514,11.576803,Unclaimed,,#1334 of 2846 Restaurants in Munich,#1473 of 3608 places to eat in Munich,"Mid-range, German, European",€€-€€€,,"Dinner, Lunch","German, European",,"Seating, Table Service, Wheelchair Accessible",N,N,N,,,,,4.0,25.0,English,6.0,4.0,1.0,0.0,0.0,1.0,4.0,4.0,4.0,,
g187309-d1017197,Seerose,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Feilitzschstr. 32, 80802 Munich, Bavaria Germany",48.16054,11.59145,Unclaimed,"Certificate of Excellence 2015, Certificate of Excellence 2013, Certificate of Excellence 2012, Certificate of Excellence 2011",#21 of 89 Dessert Spots in Munich,#805 of 3608 places to eat in Munich,"Mid-range, Dessert, Italian, Mediterranean",€€-€€€,,"Lunch, Dinner, After-hours","Italian, Mediterranean, European",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service",Y,N,N,"{""Mon"": [""11:30-01:00""], ""Tue"": [""11:30-01:00""], ""Wed"": [""11:30-01:00""], ""Thu"": [""11:30-01:00""], ""Fri"": [""11:30-01:00""], ""Sat"": [""10:00-01:00""], ""Sun"": [""10:00-01:00""]}",7.0,97.5,7.0,3.5,262.0,English,72.0,24.0,29.0,9.0,4.0,6.0,4.0,3.5,3.5,4.0,
g187309-d10173967,Burgers Moosach,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Bunzlauer Str. 25, 80992 Munich, Bavaria Germany",48.18107,11.509849,Unclaimed,Certificate of Excellence 2019,#912 of 2846 Restaurants in Munich,#994 of 3608 places to eat in Munich,"Mid-range, German, Pizza, European",€€-€€€,,"Dinner, Lunch","Pizza, German, European",Vegetarian Friendly,,Y,N,N,,,,,4.0,45.0,English,14.0,8.0,5.0,1.0,0.0,0.0,4.5,4.5,4.0,,
g187309-d1017522,Le Florida,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Georgenstr. 48, 80799 Munich, Bavaria Germany",48.15521,11.57586,Unclaimed,,#1537 of 2846 Restaurants in Munich,#1706 of 3608 places to eat in Munich,"Mid-range, Vegetarian Friendly, Vegan Options",€€-€€€,€19-€26,"Dinner, After-hours",,"Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""18:00-01:00""], ""Tue"": [""18:00-01:00""], ""Wed"": [""18:00-01:00""], ""Thu"": [""18:00-01:00""], ""Fri"": [""18:00-01:00""], ""Sat"": [""18:00-01:00""], ""Sun"": [""18:00-01:00""]}",7.0,49.0,7.0,3.5,77.0,English,18.0,8.0,4.0,2.0,0.0,4.0,4.0,3.5,3.5,4.0,
g187309-d10195594,Green Oasia,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Bunzlauer Platz 7, 80992 Munich, Bavaria Germany",48.179443,11.506004,Unclaimed,,#1605 of 2846 Restaurants in Munich,#1780 of 3608 places to eat in Munich,"Cheap Eats, Chinese, Vegetarian Friendly",€,,Dinner,Chinese,Vegetarian Friendly,,Y,N,N,,,,,3.5,30.0,English,8.0,4.0,3.0,1.0,0.0,0.0,3.0,3.0,3.0,,
g187309-d10202406,W XYZ Bar Munich,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Bayerstr. 37, 80335 Munich, Bavaria Germany",48.13892,11.559,Claimed,,#886 of 2846 Restaurants in Munich,#962 of 3608 places to eat in Munich,"Mid-range, Bar",€€-€€€,€4-€30,Dinner,Bar,,,N,N,N,"{""Mon"": [""17:00-00:00""], ""Tue"": [""17:00-00:00""], ""Wed"": [""17:00-00:00""], ""Thu"": [""17:00-00:00""], ""Fri"": [""17:00-00:00""], ""Sat"": [""17:00-00:00""], ""Sun"": [""17:00-00:00""]}",7.0,49.0,7.0,4.5,23.0,English,13.0,7.0,4.0,2.0,0.0,0.0,,,,,
g187309-d1021758,Palast der Winde,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Hans-Sachs-Str. 8, 80469 Munich, Bavaria Germany",48.130066,11.570088,Unclaimed,"Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2012, Certificate of Excellence 2011",#285 of 2846 Restaurants in Munich,#307 of 3608 places to eat in Munich,"Mid-range, Indian, Vegetarian Friendly, Vegan Options",€€-€€€,,"Lunch, Dinner, After-hours",Indian,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""11:30-14:30"", ""17:30-23:30""], ""Tue"": [""11:30-14:30"", ""17:30-23:30""], ""Wed"": [""11:30-14:30"", ""17:30-23:30""], ""Thu"": [""11:30-14:30"", ""17:30-23:30""], ""Fri"": [""11:30-14:30"", ""17:30-23:30""], ""Sat"": [""17:30-23:30""], ""Sun"": [""11:30-14:30"", ""19:30-23:30""]}",7.0,58.0,13.0,4.0,195.0,English,62.0,30.0,21.0,8.0,2.0,1.0,4.0,4.0,4.0,3.5,"lamb, palak paneer, rice, bread, indian food"
g187309-d10223093,Bombay Heimservice,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Verdistr. 103, 81247 Munich, Bavaria Germany",48.16461,11.46805,Unclaimed,,#1891 of 2846 Restaurants in Munich,#2102 of 3608 places to eat in Munich,"Indian, Thai",,,,"Indian, Thai",,,N,N,N,,,,,5.0,4.0,English,2.0,2.0,0.0,0.0,0.0,0.0,,,,,
g187309-d10227283,Mayflower,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Milbertshofener Str. 34, 80807 Munich, Bavaria Germany",48.18451,11.571398,Unclaimed,,#1358 of 2846 Restaurants in Munich,#1498 of 3608 places to eat in Munich,"Mid-range, German, Grill, Pub",€€-€€€,,"Lunch, Dinner","Grill, Pub, German",Vegetarian Friendly,,Y,N,N,,,,,4.0,19.0,English,8.0,4.0,3.0,0.0,0.0,1.0,,,,,
g187309-d10230176,Cigkofte King,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Gollierstr. 18, 80339 Munich, Bavaria Germany",48.13596,11.54354,Claimed,,#2421 of 2846 Restaurants in Munich,#2708 of 3608 places to eat in Munich,Turkish,,,"Lunch, Dinner",Turkish,,"Delivery, Takeout, Outdoor Seating, Seating, Highchairs Available",N,N,N,"{""Mon"": [""11:30-14:30"", ""17:00-20:00""], ""Tue"": [""11:30-14:30"", ""17:00-20:00""], ""Wed"": [""11:30-14:30"", ""17:00-20:00""], ""Thu"": [""11:30-14:30"", ""17:00-20:00""], ""Fri"": [""11:30-14:30"", ""17:00-20:00""], ""Sat"": [""14:00-20:00""], ""Sun"": []}",6.0,36.0,11.0,5.0,1.0,All languages,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g187309-d10234298,Arena Treff,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Bauernfeindstr. 19, 80939 Munich, Bavaria Germany",48.20455,11.61527,Unclaimed,,#1504 of 2846 Restaurants in Munich,#1673 of 3608 places to eat in Munich,"Cheap Eats, German",€,,,German,,Reservations,N,N,N,,,,,4.5,10.0,All languages,10.0,6.0,4.0,0.0,0.0,0.0,4.5,4.5,4.5,,
g187309-d1023988,Kaimug,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Theatinerstr. 15, 80333 Munich, Bavaria Germany",48.140224,11.575539,Claimed,,#1652 of 2846 Restaurants in Munich,#1837 of 3608 places to eat in Munich,"Cheap Eats, Asian, Thai, Vegetarian Friendly",€,€7-€13,,"Asian, Thai",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""10:00-22:00""], ""Tue"": [""10:00-22:00""], ""Wed"": [""10:00-22:00""], ""Thu"": [""10:00-22:00""], ""Fri"": [""10:00-22:00""], ""Sat"": [""10:00-22:00""], ""Sun"": []}",6.0,72.0,6.0,3.5,81.0,English,22.0,7.0,5.0,5.0,3.0,2.0,3.5,3.5,3.5,3.5,
g187309-d1024664,Dalmatiner Grill,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Geibelstr. 10, 81679 Munich, Bavaria Germany",48.141247,11.603542,Unclaimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2016, Certificate of Excellence 2015",#124 of 2846 Restaurants in Munich,#136 of 3608 places to eat in Munich,"Mid-range, Mediterranean, European, Croatian",€€-€€€,,"Lunch, Dinner","Mediterranean, European, Croatian, Central European","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""11:00-14:30"", ""17:30-23:00""], ""Tue"": [""11:00-14:30"", ""17:30-23:00""], ""Wed"": [""11:00-14:30"", ""17:30-23:00""], ""Thu"": [""11:00-14:30"", ""17:30-23:00""], ""Fri"": [""11:00-14:30"", ""17:30-23:00""], ""Sat"": [""11:00-23:00""], ""Sun"": [""11:00-22:00""]}",7.0,68.0,12.0,4.5,106.0,English,28.0,20.0,8.0,0.0,0.0,0.0,4.5,4.5,4.5,4.0,
g187309-d10247006,essBAR Neuhaus,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Amalienstr. 69 hinter der Uni, 80799 Munich, Bavaria Germany",48.15039,11.57826,Unclaimed,,#2090 of 2846 Restaurants in Munich,#2342 of 3608 places to eat in Munich,"German, Vegetarian Friendly",,,,German,Vegetarian Friendly,,Y,N,N,,,,,4.0,5.0,English,1.0,0.0,0.0,1.0,0.0,0.0,,,,,
g187309-d10247435,Burger House,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Jahnstr. 30, 80469 Munich, Bavaria Germany",48.128605,11.569499,Unclaimed,,#1810 of 2846 Restaurants in Munich,#2015 of 3608 places to eat in Munich,"Mid-range, American, Fast food, Vegetarian Friendly",€€-€€€,,"Lunch, Dinner","American, Fast food","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""11:30-15:30"", ""17:00-22:30""], ""Tue"": [""11:30-15:30"", ""17:00-22:30""], ""Wed"": [""11:30-15:30"", ""17:00-22:30""], ""Thu"": [""11:30-15:30"", ""17:00-22:30""], ""Fri"": [""11:30-15:30"", ""17:00-02:00""], ""Sat"": [""12:00-02:00""], ""Sun"": [""14:00-21:00""]}",7.0,72.0,12.0,3.5,29.0,English,10.0,4.0,5.0,0.0,0.0,1.0,4.0,4.0,3.5,,
g187309-d10254297,Gecco Kaufingertor Passage,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Furstenfelder Str 519, Munich, Bavaria Germany",48.13744,11.57203,Unclaimed,,#1692 of 2846 Restaurants in Munich,#1883 of 3608 places to eat in Munich,"Mid-range, Italian, Pizza, European",€€-€€€,,"Dinner, Lunch","Italian, Pizza, European, Central European",Vegetarian Friendly,,Y,N,N,,,,,3.5,18.0,English,4.0,1.0,2.0,1.0,0.0,0.0,3.5,3.5,3.5,,
g187309-d10267195,Cotidiano Schwabing,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Hohenzollernstr. 11, 80801 Munich, Bavaria Germany",48.159637,11.583083,Claimed,,#879 of 2846 Restaurants in Munich,#954 of 3608 places to eat in Munich,"Cheap Eats, Cafe, Healthy, Vegetarian Friendly",€,€2-€11,,"Healthy, Cafe","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""08:00-21:30""], ""Tue"": [""08:00-21:30""], ""Wed"": [""08:00-21:30""], ""Thu"": [""08:00-21:30""], ""Fri"": [""08:00-21:30""], ""Sat"": [""08:00-21:30""], ""Sun"": [""08:00-20:30""]}",7.0,93.5,7.0,4.0,111.0,English,17.0,5.0,8.0,2.0,2.0,0.0,4.0,4.0,4.0,,
g187309-d10276843,frischfutter,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Marsstr. 13, 80335 Munich, Bavaria Germany",48.14292,11.55861,Claimed,,#1052 of 2846 Restaurants in Munich,#1149 of 3608 places to eat in Munich,"Cheap Eats, Fast food, International, Asian",€,€6-€7,,"Asian, Street Food, Fast food, International, Healthy","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""11:00-15:00""], ""Tue"": [""11:00-15:00""], ""Wed"": [""11:00-15:00""], ""Thu"": [""11:00-15:00""], ""Fri"": [""11:00-15:00""], ""Sat"": [], ""Sun"": []}",5.0,20.0,5.0,5.0,14.0,English,4.0,3.0,1.0,0.0,0.0,0.0,4.5,4.5,4.5,,
g187309-d10279811,Thompson,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Rumfordstr. 42, 80469 Munich, Bavaria Germany",48.133682,11.581335,Unclaimed,,#1013 of 2846 Restaurants in Munich,#1107 of 3608 places to eat in Munich,"Mid-range, Cafe, European",€€-€€€,,"Breakfast, Brunch","Cafe, European",,"Reservations, Seating, Table Service",N,N,N,,,,,5.0,15.0,English,4.0,3.0,1.0,0.0,0.0,0.0,,,,,
g187309-d10281935,Co Do Bistro,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Marchioninistr. 2 Stürzer Hof, 81377 Munich, Bavaria Germany",48.113354,11.47775,Unclaimed,,#772 of 2846 Restaurants in Munich,#830 of 3608 places to eat in Munich,"Cheap Eats, Asian, Thai, Vietnamese",€,€6-€15,,"Asian, Vietnamese, Central Asian, Thai","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""11:00-15:30"", ""17:00-21:00""], ""Tue"": [""11:00-15:30"", ""17:00-21:00""], ""Wed"": [""11:00-15:30"", ""17:00-21:00""], ""Thu"": [""11:00-15:30"", ""17:00-21:00""], ""Fri"": [""11:00-15:30"", ""17:00-21:00""], ""Sat"": [""11:00-15:30"", ""17:00-21:00""], ""Sun"": [""11:00-15:30"", ""17:00-21:00""]}",7.0,59.5,14.0,4.5,36.0,English,5.0,3.0,1.0,1.0,0.0,0.0,4.5,4.0,4.5,,
g187309-d1028238,Volksgarten,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Briennerstr. 30, Munich, Bavaria Germany",48.144623,11.569799,Unclaimed,,#2045 of 2846 Restaurants in Munich,#2286 of 3608 places to eat in Munich,"Mid-range, European, Central European, Vegetarian Friendly",€€-€€€,€13-€20,,"Central European, European",Vegetarian Friendly,,Y,N,N,,,,,4.0,17.0,English,1.0,0.0,1.0,0.0,0.0,0.0,3.5,3.5,3.5,4.0,
g187309-d10284608,Trattoria Dai Fratelli,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Leibstr. 5, 85540 Munich, Bavaria Germany",48.10795,11.73165,Unclaimed,,#2211 of 2846 Restaurants in Munich,#2474 of 3608 places to eat in Munich,"Mid-range, Italian",€€-€€€,€7-€19,,Italian,,,N,N,N,,,,,4.5,2.0,All languages,2.0,1.0,1.0,0.0,0.0,0.0,,,,,
g187309-d10286663,Ben Thanh Restaurant,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Westendstr. 31, 80339 Munich, Bavaria Germany",48.13837,11.54605,Unclaimed,,#1464 of 2846 Restaurants in Munich,#1625 of 3608 places to eat in Munich,"Chinese, Japanese, Sushi, Asian",,,"Dinner, Lunch","Sushi, Asian, Thai, Vietnamese, Chinese, Japanese",,"Reservations, Table Service",N,N,N,,,,,4.5,11.0,English,6.0,5.0,1.0,0.0,0.0,0.0,,,,,
