restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords
g187309-d7393411,Viet Village,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Bodenstedtstr. 58, 81241 Munich, Bavaria Germany",48.14523,11.461194,Unclaimed,Certificate of Excellence 2017,#416 of 2846 Restaurants in Munich,#447 of 3608 places to eat in Munich,"Mid-range, Asian, Vietnamese, Vegetarian Friendly",€€-€€€,,"Lunch, Dinner","Asian, Vietnamese","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""11:30-14:30"", ""17:30-23:00""], ""Tue"": [""11:30-14:30"", ""17:30-23:00""], ""Wed"": [""11:30-14:30"", ""17:30-23:00""], ""Thu"": [""11:30-14:30"", ""17:30-23:00""], ""Fri"": [""11:30-14:30"", ""17:30-23:00""], ""Sat"": [""11:30-14:30"", ""17:30-23:00""], ""Sun"": [""11:30-14:30"", ""17:30-23:00""]}",7.0,59.5,14.0,4.0,121.0,English,17.0,12.0,4.0,1.0,0.0,0.0,4.5,4.0,4.5,,
g187309-d742659,Aquamarina Espresso Bar,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Pappenheimstr. 3, 80335 Munich, Bavaria Germany",48.14808,11.55282,Unclaimed,,#112 of 217 Coffee & Tea in Munich,#1720 of 3608 places to eat in Munich,"Italian, Seafood",,,,"Italian, Seafood",,Reservations,N,N,N,,,,,4.5,9.0,English,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g187309-d742660,Asam Schloessl,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Maria-Einsiedel-Str. 45, 81379 Munich, Bavaria Germany",48.095387,11.542572,Claimed,"Certificate of Excellence 2018, Certificate of Excellence 2011",#497 of 2846 Restaurants in Munich,#533 of 3608 places to eat in Munich,"Mid-range, German, European, Central European",€€-€€€,,"Lunch, Dinner, After-hours, Drinks","German, European, Central European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-23:00""], ""Sat"": [""11:00-23:00""], ""Sun"": [""11:00-23:00""]}",7.0,84.0,7.0,4.0,197.0,English,25.0,13.0,6.0,0.0,4.0,2.0,4.0,3.5,3.5,4.5,
g187309-d742661,Aubinger's Zwicklwirt,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Marzellgasse 1, 81245 Munich, Bavaria Germany",48.15911,11.414783,Claimed,,#1093 of 2846 Restaurants in Munich,#1195 of 3608 places to eat in Munich,"Mid-range, German, International, European",€€-€€€,€6-€23,,"German, International, European, Croatian, Central European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-23:00""], ""Sat"": [""11:00-23:00""], ""Sun"": []}",6.0,72.0,6.0,4.0,39.0,English,11.0,5.0,6.0,0.0,0.0,0.0,4.0,4.0,4.0,3.5,
g187309-d742664,Berni's Pizzeria,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Petersplatz 8, 80331 Munich, Bavaria Germany",48.13596,11.576342,Unclaimed,Certificate of Excellence 2014,#277 of 2846 Restaurants in Munich,#299 of 3608 places to eat in Munich,"Mid-range, Italian, Pizza, Mediterranean",€€-€€€,,"Lunch, Dinner, After-hours","Italian, Pizza, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-23:00""], ""Sat"": [""11:00-23:00""], ""Sun"": [""11:00-23:00""]}",7.0,84.0,7.0,4.0,531.0,English,217.0,88.0,73.0,38.0,8.0,10.0,4.0,4.0,3.5,3.5,
g187309-d742666,Blue Nile 1,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Siegesstr. 22a, 80802 Munich, Bavaria Germany",48.160606,11.588211,Unclaimed,,#1054 of 2846 Restaurants in Munich,#1153 of 3608 places to eat in Munich,"Mid-range, African, Ethiopian, Vegetarian Friendly",€€-€€€,,"Dinner, Lunch","African, Ethiopian",Vegetarian Friendly,,Y,N,N,,,,,3.5,69.0,English,20.0,8.0,8.0,2.0,0.0,2.0,4.5,3.5,4.0,3.5,"bread, ethiopian food, small portions, spicy, plate"
g187309-d742667,Blue Nile,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Viktor-Scheffel-Str. 22, 80803 Munich, Bavaria Germany",48.161983,11.574792,Unclaimed,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2011",#182 of 2846 Restaurants in Munich,#197 of 3608 places to eat in Munich,"Mid-range, African, Ethiopian, Vegetarian Friendly",€€-€€€,,"Lunch, Dinner, After-hours","African, Ethiopian","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""18:00-01:00""], ""Tue"": [""18:00-01:00""], ""Wed"": [""18:00-01:00""], ""Thu"": [""18:00-01:00""], ""Fri"": [""18:00-01:00""], ""Sat"": [""18:00-01:00""], ""Sun"": [""18:00-00:00""]}",7.0,48.0,7.0,4.0,242.0,English,81.0,37.0,31.0,8.0,1.0,4.0,4.5,4.0,4.0,4.0,
g187309-d742669,Bong-Hong,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Boschetsrieder Str. 140, 81379 Munich, Bavaria Germany",48.09813,11.50978,Unclaimed,,,,"Chinese, Thai, Vietnamese",,,,"Chinese, Thai, Vietnamese",,,N,N,N,,,,,,,,,,,,,,,,,,
g187309-d742671,Cafe Ignaz,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Georgenstr. 67, 80799 Munich, Bavaria Germany",48.156387,11.571003,Unclaimed,,#843 of 2846 Restaurants in Munich,#908 of 3608 places to eat in Munich,"Mid-range, Cafe, European, Vegetarian Friendly",€€-€€€,,"Breakfast, Dinner, Brunch, Lunch","Cafe, European","Vegetarian Friendly, Gluten Free Options, Vegan Options",,Y,Y,Y,"{""Mon"": [""08:00-22:30""], ""Tue"": [], ""Wed"": [""08:00-22:30""], ""Thu"": [""08:00-22:30""], ""Fri"": [""08:00-22:30""], ""Sat"": [""08:00-22:30""], ""Sun"": [""08:00-22:30""]}",6.0,87.0,6.0,3.5,153.0,English,32.0,16.0,6.0,1.0,3.0,6.0,3.5,3.5,4.0,3.0,
g187309-d742674,Centro Espanol,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Daiserstr. 20, 81371 Munich, Bavaria Germany",48.120068,11.543806,Unclaimed,,#694 of 2846 Restaurants in Munich,#746 of 3608 places to eat in Munich,"Mid-range, Mediterranean, Spanish, Vegetarian Friendly",€€-€€€,,"Dinner, Lunch, After-hours","Mediterranean, Spanish",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""17:00-01:00""], ""Tue"": [""17:00-01:00""], ""Wed"": [""17:00-01:00""], ""Thu"": [""17:00-01:00""], ""Fri"": [""17:00-01:00""], ""Sat"": [""17:00-01:00""], ""Sun"": []}",6.0,48.0,6.0,4.0,113.0,English,26.0,7.0,15.0,1.0,2.0,1.0,4.0,4.0,3.5,4.0,
g187309-d742676,Deeba,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Barer Str. 42, 80799 Munich, Bavaria Germany",48.149227,11.572089,Unclaimed,"Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",#158 of 2846 Restaurants in Munich,#171 of 3608 places to eat in Munich,"Mid-range, Indian, Asian, Pakistani",€€-€€€,,"Lunch, Dinner","Asian, Pakistani, Indian","Vegetarian Friendly, Vegan Options, Halal",,Y,Y,N,"{""Mon"": [""11:30-15:00"", ""18:00-00:00""], ""Tue"": [""11:30-15:00"", ""18:00-00:00""], ""Wed"": [""11:30-15:00"", ""18:00-00:00""], ""Thu"": [""11:30-15:00"", ""18:00-00:00""], ""Fri"": [""11:30-15:00"", ""18:00-00:00""], ""Sat"": [""18:00-00:00""], ""Sun"": [""11:30-15:00"", ""18:00-00:00""]}",7.0,63.0,13.0,4.5,131.0,English,63.0,34.0,23.0,4.0,2.0,0.0,4.5,4.5,4.5,4.0,
g187309-d742677,Dehbaschi,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Dachauer Str. 36, 80335 Munich, Bavaria Germany",48.145523,11.559394,Unclaimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2017",#527 of 2846 Restaurants in Munich,#565 of 3608 places to eat in Munich,"Mid-range, Middle Eastern, Persian, Vegetarian Friendly",€€-€€€,,"Lunch, Dinner","Middle Eastern, Persian","Halal, Vegetarian Friendly",,Y,N,N,"{""Mon"": [""12:00-23:00""], ""Tue"": [""12:00-23:00""], ""Wed"": [""12:00-23:00""], ""Thu"": [""12:00-23:00""], ""Fri"": [""12:00-23:00""], ""Sat"": [""12:00-23:00""], ""Sun"": [""12:00-23:00""]}",7.0,77.0,7.0,4.0,91.0,English,37.0,13.0,18.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,
g187309-d742678,Einkehr zur Schwaige,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Forst-Kasten-Allee 114, 81475 Munich, Bavaria Germany",48.095016,11.482864,Unclaimed,,#1797 of 2846 Restaurants in Munich,#2002 of 3608 places to eat in Munich,"Mid-range, German, European, Central European",€€-€€€,,"Dinner, Lunch","German, Central European, European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""10:00-01:00""], ""Tue"": [""10:00-01:00""], ""Wed"": [""10:00-01:00""], ""Thu"": [""10:00-01:00""], ""Fri"": [""10:00-01:00""], ""Sat"": [""10:00-01:00""], ""Sun"": [""10:00-01:00""]}",7.0,105.0,7.0,3.5,45.0,English,9.0,1.0,4.0,1.0,1.0,2.0,3.5,3.5,3.5,4.0,
g187309-d742679,El Espanol - Der Spanier,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Pariser Str. 46, 81667 Munich, Bavaria Germany",48.12899,11.601103,Claimed,"Certificate of Excellence 2018, Certificate of Excellence 2016",#455 of 2846 Restaurants in Munich,#489 of 3608 places to eat in Munich,"Mid-range, Mediterranean, European, Spanish",€€-€€€,,"Lunch, Dinner, After-hours, Drinks","Spanish, Mediterranean, European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:30-00:00""], ""Tue"": [""11:30-00:00""], ""Wed"": [""11:30-00:00""], ""Thu"": [""11:30-00:00""], ""Fri"": [""11:30-00:00""], ""Sat"": [""14:00-00:00""], ""Sun"": [""14:00-00:00""]}",7.0,82.5,7.0,4.0,164.0,English,36.0,12.0,13.0,5.0,4.0,2.0,4.0,4.0,3.5,4.0,
g187309-d742684,Hofbrauhaus,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Platzl 9, 80331 Munich, Bavaria Germany",48.13752,11.580127,Claimed,"Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012",#196 of 2846 Restaurants in Munich,#213 of 3608 places to eat in Munich,"Mid-range, German, Brew Pub, Bar",€€-€€€,€8-€25,"Lunch, Dinner, After-hours, Drinks","German, Bar, European, Pub, Brew Pub, Gastropub",,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service, Wine and Beer, Live Music",N,N,N,"{""Mon"": [""11:30-21:00""], ""Tue"": [""11:30-21:00""], ""Wed"": [""11:30-21:00""], ""Thu"": [""11:30-21:00""], ""Fri"": [""11:30-21:00""], ""Sat"": [""11:00-21:00""], ""Sun"": [""11:00-21:00""]}",7.0,67.5,7.0,4.0,30142.0,English,11997.0,5110.0,4091.0,1682.0,525.0,589.0,4.0,3.5,3.5,4.5,"pretzels, pork knuckle, sausage, dumplings, oompah band"
g187309-d742687,Iskender,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Gustav-Heinemann-Ring 125, 81739 Munich, Bavaria Germany",48.08872,11.64264,Unclaimed,,#2736 of 2846 Restaurants in Munich,#3060 of 3608 places to eat in Munich,Turkish,,,,Turkish,,,N,N,N,,,,,1.0,1.0,All languages,1.0,0.0,0.0,0.0,0.0,1.0,,,,,
g187309-d742688,KOFTE HAYAT Restaurants,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Rosenheimer Str. 143, 81671 Munich, Bavaria Germany",48.12341,11.60458,Unclaimed,,,,Turkish,,,,Turkish,,,N,N,N,,,,,,,,,,,,,,,,,,
g187309-d742691,La Vecchia Masseria,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Mathildenstr. 3, 80336 Munich, Bavaria Germany",48.134773,11.563487,Unclaimed,Certificate of Excellence 2012,#911 of 2846 Restaurants in Munich,#993 of 3608 places to eat in Munich,"Mid-range, Italian, Mediterranean, European",€€-€€€,,"Lunch, Dinner, After-hours","Italian, Mediterranean, European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:30-23:30""], ""Tue"": [""11:30-23:30""], ""Wed"": [""11:30-23:30""], ""Thu"": [""11:30-23:30""], ""Fri"": [""11:30-23:30""], ""Sat"": [""11:30-23:30""], ""Sun"": [""11:30-23:30""]}",7.0,84.0,7.0,3.5,426.0,English,160.0,49.0,66.0,22.0,12.0,11.0,3.5,3.0,3.5,4.0,
g187309-d742693,Los Faroles,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Nordendstr. 26, 80801 Munich, Bavaria Germany",48.15557,11.5755,Unclaimed,,#995 of 2846 Restaurants in Munich,#1087 of 3608 places to eat in Munich,"Mid-range, International, European, Spanish",€€-€€€,,"Dinner, Lunch","Spanish, International, European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""17:00-23:00""], ""Tue"": [], ""Wed"": [""17:30-23:00""], ""Thu"": [""17:30-23:00""], ""Fri"": [""17:30-23:00""], ""Sat"": [""17:30-23:00""], ""Sun"": [""11:30-14:30"", ""17:30-23:00""]}",6.0,36.5,7.0,4.0,39.0,English,12.0,6.0,4.0,1.0,1.0,0.0,4.5,4.0,4.0,,
g187309-d7599480,Abyssinia Restaurant Teff,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Dachauer Str. 189, 80637 Munich, Bavaria Germany",48.16021,11.54606,Claimed,,#1518 of 2846 Restaurants in Munich,#1687 of 3608 places to eat in Munich,"Mid-range, African, Ethiopian, Vegetarian Friendly",€€-€€€,,"Dinner, Lunch","African, Ethiopian",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""18:00-22:00""], ""Tue"": [""18:00-22:00""], ""Wed"": [""18:00-22:00""], ""Thu"": [""12:00-22:00""], ""Fri"": [""12:00-22:00""], ""Sat"": [""12:00-22:00""], ""Sun"": [""12:00-22:00""]}",7.0,52.0,7.0,3.5,78.0,English,12.0,2.0,4.0,3.0,1.0,2.0,4.0,4.0,3.5,,
g187309-d7599521,HANS IM GLUECK Burgergrill & Bar,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Goetheplatz 2, 80337 Munich, Bavaria Germany",48.12989,11.558248,Claimed,,#1015 of 2846 Restaurants in Munich,#1109 of 3608 places to eat in Munich,"Mid-range, American, Bar, Fast food",€€-€€€,€7-€25,,"American, Bar, Fast food","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""11:00-21:00""], ""Tue"": [""11:00-21:00""], ""Wed"": [""11:00-21:00""], ""Thu"": [""11:00-21:00""], ""Fri"": [""11:00-22:00""], ""Sat"": [""11:00-22:00""], ""Sun"": [""11:00-21:00""]}",7.0,72.0,7.0,3.5,150.0,English,25.0,10.0,8.0,3.0,1.0,3.0,3.5,4.0,3.5,,
g187309-d7608880,Kismet,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Loewengrube 10, 80333 Munich, Bavaria Germany",48.139538,11.572064,Unclaimed,,#925 of 2846 Restaurants in Munich,#1008 of 3608 places to eat in Munich,"Mid-range, Middle Eastern, Vegetarian Friendly, Vegan Options",€€-€€€,,"Dinner, Lunch",Middle Eastern,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [], ""Tue"": [""11:30-14:30"", ""18:00-00:00""], ""Wed"": [""11:30-14:30"", ""18:00-00:00""], ""Thu"": [""11:30-14:30"", ""18:00-00:00""], ""Fri"": [""11:30-14:30"", ""18:00-00:00""], ""Sat"": [""11:30-14:30"", ""18:00-00:00""], ""Sun"": []}",5.0,45.0,10.0,3.5,112.0,English,25.0,11.0,7.0,2.0,1.0,4.0,3.5,3.5,3.0,,
g187309-d7609692,Cafe bianconero,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Oberanger 43 Close to Sendlinger Tor, 80331 Munich, Bavaria Germany",48.13358,11.56892,Unclaimed,,#61 of 217 Coffee & Tea in Munich,#1163 of 3608 places to eat in Munich,"Mid-range, Italian, Cafe",€€-€€€,,"Breakfast, Lunch","Cafe, Italian",,"Takeout, Seating",N,N,N,"{""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [], ""Sat"": [""10:00-14:00""], ""Sun"": []}",1.0,4.0,1.0,4.5,24.0,English,1.0,0.0,0.0,0.0,1.0,0.0,4.5,5.0,4.5,4.5,
g187309-d7610237,Grey's München,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Baaderstr. 1, 80469 Munich, Bavaria Germany",48.13336,11.5818,Claimed,,#2218 of 2846 Restaurants in Munich,#2482 of 3608 places to eat in Munich,International,,,,International,,,N,N,N,,,,,4.0,3.0,English,2.0,0.0,2.0,0.0,0.0,0.0,,,,,
g187309-d7610248,Cafe & Baeckerei Mauerer,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Landwehrstrasse 31 Corner Schillerstrasse, 80336 Munich, Bavaria Germany",48.136593,11.561194,Claimed,,#78 of 217 Coffee & Tea in Munich,#1376 of 3608 places to eat in Munich,"Cheap Eats, Cafe",€,,"Breakfast, Lunch, Drinks",Cafe,,"Cash Only, Takeout, Seating",N,N,N,"{""Mon"": [""06:30-18:00""], ""Tue"": [""06:30-18:00""], ""Wed"": [""06:30-18:00""], ""Thu"": [""06:30-18:00""], ""Fri"": [""06:30-18:00""], ""Sat"": [""06:30-18:00""], ""Sun"": [""07:30-13:00""]}",7.0,74.5,7.0,3.5,49.0,English,9.0,1.0,7.0,0.0,0.0,1.0,4.0,4.0,4.0,,
g187309-d7612933,Thi Minh Vietnam,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Willy-Brandt-Platz 5 Riem Arcaden, 81829 Munich, Bavaria Germany",48.13225,11.691006,Claimed,,#861 of 2846 Restaurants in Munich,#934 of 3608 places to eat in Munich,"Mid-range, Asian, Vietnamese, Soups",€€-€€€,,"Lunch, Dinner","Asian, Vietnamese, Soups","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""10:00-23:00""], ""Tue"": [""10:00-23:00""], ""Wed"": [""10:00-23:00""], ""Thu"": [""10:00-23:00""], ""Fri"": [""10:00-23:00""], ""Sat"": [""10:00-23:00""], ""Sun"": [""10:00-23:00""]}",7.0,91.0,7.0,3.5,150.0,English,45.0,10.0,18.0,8.0,4.0,5.0,4.0,3.5,3.5,,
g187309-d7616037,Nordsee,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Willy-Brandt-Platz 5, 81829 Munich, Bavaria Germany",48.13242,11.69119,Unclaimed,,#1645 of 2846 Restaurants in Munich,#1827 of 3608 places to eat in Munich,"Cheap Eats, Seafood, Fast food",€,,Lunch,"Seafood, Fast food",,"Takeout, Wheelchair Accessible, Seating",N,N,N,,,,,3.5,21.0,English,4.0,0.0,1.0,2.0,1.0,0.0,3.0,3.0,3.0,,
g187309-d7617636,Quan Sen,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Joseph Fields Road 53, 81241 Munich, Bavaria Germany",48.15086,11.5104,Unclaimed,,#2712 of 2846 Restaurants in Munich,#3031 of 3608 places to eat in Munich,Vietnamese,,,"Lunch, Dinner",Vietnamese,,,N,N,N,"{""Mon"": [""09:30-20:00""], ""Tue"": [""09:30-20:00""], ""Wed"": [""09:30-20:00""], ""Thu"": [""09:30-20:00""], ""Fri"": [""09:30-20:00""], ""Sat"": [""09:30-20:00""], ""Sun"": []}",6.0,63.0,6.0,3.0,4.0,English,2.0,0.0,2.0,0.0,0.0,0.0,,,,,
g187309-d7647437,wein16,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Tengstr. 16, 80798 Munich, Bavaria Germany",48.15719,11.56903,Unclaimed,,,,Wine Bar,,,,Wine Bar,,,N,N,N,,,,,,,,,,,,,,,,,,
g187309-d7652400,Pizza de Leonardo,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Verdistr. 112, 81247 Munich, Bavaria Germany",48.165,11.46434,Unclaimed,,#2397 of 2846 Restaurants in Munich,#2680 of 3608 places to eat in Munich,Italian,,,Lunch,Italian,,,N,N,N,,,,,4.5,2.0,All languages,2.0,1.0,1.0,0.0,0.0,0.0,,,,,
g187309-d7680751,Trattoria Teutonia - Saponara Teotonico GbR,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Schwere-Reiter-Str. 13, 80637 Munich, Bavaria Germany",48.16324,11.54996,Unclaimed,,#2221 of 2846 Restaurants in Munich,#2485 of 3608 places to eat in Munich,"Mid-range, Italian, Pizza, Barbecue",€€-€€€,,,"Italian, Pizza, Barbecue, Gastropub",,,N,N,N,,,,,4.5,3.0,All languages,3.0,2.0,0.0,1.0,0.0,0.0,,,,,
g187309-d7691249,Pepenero,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Thierschplatz 6, 80538 Munich, Bavaria Germany",48.139515,11.589583,Unclaimed,,#1050 of 2846 Restaurants in Munich,#1147 of 3608 places to eat in Munich,"Cheap Eats, Italian, Pizza, Mediterranean",€,,"Lunch, Dinner","Italian, Pizza, Mediterranean, European","Vegetarian Friendly, Gluten Free Options",,Y,N,Y,"{""Mon"": [""11:30-00:00""], ""Tue"": [""11:30-00:00""], ""Wed"": [""11:30-00:00""], ""Thu"": [""11:30-00:00""], ""Fri"": [""11:30-00:00""], ""Sat"": [""11:30-00:00""], ""Sun"": [""11:30-00:00""]}",7.0,87.5,7.0,3.5,73.0,English,16.0,5.0,8.0,2.0,0.0,1.0,3.5,3.5,4.0,,
g187309-d7691417,Kashmir Inn - Indisches Restaurant,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Rosenheimer Str. 4, 81669 Munich, Bavaria Germany",48.13152,11.588435,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#40 of 2846 Restaurants in Munich,#42 of 3608 places to eat in Munich,"Mid-range, Indian, Grill, Healthy",€€-€€€,,"Lunch, Dinner, After-hours, Drinks","Indian, Healthy, Grill","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""11:30-14:30"", ""17:30-23:00""], ""Tue"": [""11:30-14:30"", ""17:30-23:00""], ""Wed"": [""11:30-14:30"", ""17:30-23:00""], ""Thu"": [""11:30-14:30"", ""17:30-23:00""], ""Fri"": [""11:30-14:30"", ""17:30-23:00""], ""Sat"": [""16:30-23:00""], ""Sun"": [""11:30-14:45"", ""17:30-22:30""]}",7.0,57.25,13.0,4.5,417.0,English,230.0,154.0,43.0,18.0,8.0,7.0,4.5,4.5,4.0,,"tandoori chicken, indian food, great taste, fantastic food, spicy"
g187309-d7702870,Bierstube,"[""Europe"", ""Germany"", ""Bavaria"", ""Upper Bavaria"", ""Munich""]",Germany,Bavaria,Upper Bavaria,Munich,"Helene-Mayer-Ring 9, 80809 Munich, Bavaria Germany",48.1801,11.55281,Unclaimed,,#1584 of 2846 Restaurants in Munich,#1756 of 3608 places to eat in Munich,"Cheap Eats, German",€,,Dinner,German,,,N,N,N,"{""Mon"": [""18:30-01:00""], ""Tue"": [""18:30-01:00""], ""Wed"": [""18:30-01:00""], ""Thu"": [""18:30-01:00""], ""Fri"": [""18:30-02:00""], ""Sat"": [""18:30-02:00""], ""Sun"": [""18:30-01:00""]}",7.0,47.5,7.0,4.5,9.0,English,1.0,0.0,1.0,0.0,0.0,0.0,4.0,,4.5,,
